7response,context,context/0,context/1,context/2
 Thatâ€s correct. It will join unsecured networks but not two different ones requiring a password. ," Thanks for keeping us updated. To clarify, is your iPhone unable to connect to multiple networks requiring a password? "," Iâ€ve updated to iOS 11.1. Still get â€œInvalid password â€œ, even after resetting network setting and â€˜forget this networkâ€ and trying again to join. Nothing works. ", We'll be happy to assist as best we can. We did release iOS 11.1. You might try updating using iTunes and see if that helps. ,Help My iPhone 6 will connect to unsecured wifi networks but not those requiring a password. â€œInvalid passwordâ€ every time. (IOS 11.03). 
 Sent DM. No response. , Hey there! Send me a DM and I will be happy to go over any questions or concerns you have :) , I've been on the phone for 4 hours trying to get this turned around. ," Ouch! We're here for you and we definitely want to turn this around. Please, send us a DM so we can make this right. ","Absolute worst phone service. Billing/payment issue EVERY month. Also, the customer service is horrendous! Stay away from them. "
 No. Now I'm being told I have to be charged an escalation fee because of your screw up and that it will take 24 hours to get my service... , Hey there! Send me a DM and I will be happy to go over any questions or concerns you have :) , I've been on the phone for 4 hours trying to get this turned around. ," Ouch! We're here for you and we definitely want to turn this around. Please, send us a DM so we can make this right. ","Absolute worst phone service. Billing/payment issue EVERY month. Also, the customer service is horrendous! Stay away from them. "
" Syracuse, NY. "," I just wanted to follow up, can you share the location with me? We'd like to send feedback regarding your interaction. "," â€œUuuuhhhh no thanks, Iâ€ve got coins and your ATMs donâ€t take those....â€ so she just walked away... ðŸ˜‘ ", What happened? Is there something we can help with? ,"Okay, if you donâ€t want people inside the branch, close it down. Thanks ðŸ˜‘ "
" Thanks for getting back, but the option is not showing. I have DM'd with screenshot. Thanks for your help x ", + if the file is in your account Â» the â€œDisable commentsâ€ will appear. If youâ€re not seeing it feel free to DM us! 2/2 , Thank you! How do I disable comments?? Your documentation says to click the ellipses (...) 'disable comments' is not there? , a copy to their Dropbox and save / download the PDF onto their device. ðŸ˜Š Hope this helps! 2/2 ,download/view the individual files (PDFs) on their mobiles/tablets? END (3) 
 Delay repay I assume??? , The next service is the 18:36 from Platform 1 , Hampton Court ," Hi, this is due to a train fault. Sorry for the delay to your journey, where are you travelling to this evening? ",Please tell me why the Hampton Court train has been cancelled and how I'm supposed to get home tonight? 
 Hace un mes eran una maravilla. Y se suponÃ­a que Amazon Logistics era confiable. ," Y a mÃ­ me tienen a las vueltas con un paquete que nunca llegÃ³, Amazon ya no es lo que era ðŸ˜• ", Quesque porque el servicio de entrega es â€œgratuitoâ€. No sabÃ­a que â€œgratuitoâ€ se le llama a lo que pago. Y luego paâ€ mis pulgas. , Lamentable. ,"Vino un repartidor de y, Â¿quÃ creen que hizo? Me pidiÃ³ dinero a cambio de entregarme el paquete. "
 I completed an online feedback survey to provide full details. , Oh dear! Can you DM a brief description of these colleagues or an experience that displayed this lack of customer focus? TY Struan ," Newer staff just don't seem to be customer focused as previous ones, it used to have a real personal feel to it. "," Hi there, can you elaborate on this for me please? Ty, Andy ","So sad that shopping at is such a chore now, used to be such a great store ðŸ˜¥ "
 I talked to 5 different people at American with no resolution. I talked to one united person and I have a flight. , We've flexible fares that allow changes to be made without a charge for situations like these. So sorry for any inconvenience this caused. , I personally think charging someone 500 is OUTRAGEOUS ," This isn't what we want to hear, what's going on? ",So SUCKS!! I had to buy a whole new ticket on to Mexico on something that should be so simple. 
" Thank you.. But, last question. Which type of windows phone can use 4G? "," Hello. We're following up if you still need our assistance? If so, just let us know and weâ€re here for you. "," I try to restart my phone, but it still the same... ", Hi. We got this one. Which Windows version is your phone running on? What are the troubleshooting steps that you've tried so far? ,may i ask? how to fix my contacts in Lumia 535 who was gone by itself? 
" Also, remove the sim and put it back again. But I'm having this issue without updating the OS. ", Slo! I am facing the same issue. Quickly put the call on and off the speaker mode and you can start hearing. , I can listen to music and talk on internet calls (whatsapp/FaceTime) but regularly mobile calls are mute. Canâ€t hear other person ," We're happy to help. When you say you can't hear calls, are they muted entirely? Is it the receiver, or also the speaker? ","Gee thanks Canâ€t hear any calls after the new iOS update, what a bloody nightmare... "
 The past 2 days. Laptop. Spotify Premium. Newest desktop update. ," How long has this been happening for? Can you let us know the device, OS, and Spotify version you're running? /CB ", And Iâ€m using the desktop version on my laptop ," Hey! Can you give us more info on what's happening? Also, what device, OS, and Spotify version are you using? /CB ",the new feature of playing music videos in playlists sucks. Itâ€s now playing the video music plus regular music. 
 Yeah I have the replacement card with right here and you can now reach me with this number 0721210479 , Kindly advise if you have a replacement card , 0701125423 , The number you've provided is unreachable. Please alert us once available. ,"hello, kindly help me in swapping my safaricom line as I have the swap card with me. Reach me through this number 0701125433 "
 Hello kindly help me to swap my safaricom line I have the swap card. Reach me on this number 0742200779 , Kindly advise if you have a replacement card , 0701125423 , The number you've provided is unreachable. Please alert us once available. ,"hello, kindly help me in swapping my safaricom line as I have the swap card with me. Reach me through this number 0701125433 "
 Safaricom Call me on 0743678239 for sim replacement of my safaricom line. My line fallen to fire. , You are currently unreachable on 0721***479. Please share an alternative contact and apologies for the delayed response.^NR , Hello kindly help me in swapping my card. Please reach me through 0721210479 , The number you've provided is unreachable. Please alert us once available. ,"hello, kindly help me in swapping my safaricom line as I have the swap card with me. Reach me through this number 0701125433 "
 Great news thanks , Yes you will be in alpha. ," Yes but will I remain in the alpha ring on the new console as, I believe, enrolment is tied to console not account? ", just download the insider hub and enroll your X. If you aren't keeping your old console remember to unenroll it ,"I'm on the Xbox Insider programme, on the Alpha Ring, what happens with my enrolment when I move to a Xbox One X? "
 So what should i do? ," Thank you for the information you provided. We'd like to assist, however we do not have access to the Prepaid Platform ", Bluebird card , Hi there. Sorry to hear this. Which U.S. issued Amex Card product ,Good Afternoon. I need to replace my lost card but before i do i need to know what happens to the money i have on my lost one. 
" That did work, thank you so much! ", Got it. Can you try to see if logging out &gt; and restarting your phone &gt; and logging back in to your account makes a difference? /DV ," iPhone 6s Plus, iOS 10.3.2, and the most recently updated version of Spotify "," Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB ",The past few days playing on my phone has caused it to overheat and lose about 60% battery in 30 minutes 
 I'm already following you. I did that this morning. , You would need to follow us and then send the private message. ," I'd be happy to, but don't you have to follow me before I can do so? "," Can you please send a private message, so that I can gain further details about your account? ",Please don't make me find a new provider who makes me feel wanted. I've never had a problem with I don't want one now. 
 Will it be like this tomorrow do you know ? ," The signalling system is owned and maintained by Network Rail, we are working hard alongside them to provide a more punctual service. Rach ", All the services between Paddington and anywhere past Hayes and Harlington Rach. Been going on since yesterday , Hi Karena. What service are you referring to? Rach ,can someone please advise on the logic used in sending a train with THREE coaches when all the trains before and after are flipping cancelled ? Are you ok Hun ?? 
" dw, u guys r a mess, dont need it. thx for the added stress. ", Lets take a look into this for you. Who's your carrier? ," no. i live alone. not near friends or family. no one has a handy landline anymore. so clearly, no i cannot make a call without a working PHONE. do i need to go out and find a payphone on the streets somewhere or buy a burner?? "," We're here to assist you anyway we can. To confirm, have you been able to reach out to your carrier for assistance with activating your device? Many find it helpful to ask a friend or family member for help with using their device. ","thx but 4 the ""mobile protection"" and & the refurbed replacement phone u sent. dumb af that 2 RESTORE and & ACTIVATE I need 2 CALL from 'any phone other than device being activated' lol. well this is a big problem bc I DONT HAV A FONE 2 CALL FROM.thats y u sent me a new 1 "
" Hmmmmm mine is currently an all dayer, I donâ€t want to mess that up ", donâ€t update. Went from lasting all day to 3 hours. Their response is to battery save mode. Never needed b4 ðŸ„ ," Thanks a bunch, appreciate the reply ", We advise always to keep your device updated for the best expereince. ,"should I update my iPhone to 11.1 cause if I do my battery better last the whole day. My job depends on it, please advise "
" Ofcourse not, I am still working with this. ðŸ˜Š "," Also.. NOT near the bathrooms. I was in row 18 originally, why couldn't they have just kept me in the same row. Row 18? "," 2 things were MOST important to me, NO sitting next to anybody else but my traveling companion and No limited recline seats ", After researching I see based on the availability of the flight I can move you to 22 A-B together? ,"Iâ€m Medallion, switched aircrafts overnite and & moved my preferred seats to a limited recline seat on a redeye flt! No â¤ï¸ 4 Medallions ðŸ˜¡ "
 I see 22 C-D. It is the 3 seats in the middle. I can place you by your companion but your companion would be by another person? ," Also.. NOT near the bathrooms. I was in row 18 originally, why couldn't they have just kept me in the same row. Row 18? "," 2 things were MOST important to me, NO sitting next to anybody else but my traveling companion and No limited recline seats ", After researching I see based on the availability of the flight I can move you to 22 A-B together? ,"Iâ€m Medallion, switched aircrafts overnite and & moved my preferred seats to a limited recline seat on a redeye flt! No â¤ï¸ 4 Medallions ðŸ˜¡ "
" Okay, I can look into this for you. Can you please DM your account or primary phone number? ", Yup , Are you currently without services? , I have had three outages in one month ,Ever since became its been nothing but outages and issues 
 The service center does not work on weekends and it would take 2-3 business days for the service to complete. Request you to DM for any other asistance. Thank you! 2/2 , Engineer cannot do anything unless the relevant part has been supplied. ," Greetings Om, As discussed earlier an engineer has been assigned to replace the keyboard on your laptop. The service will be completed within the next 2-3 business days. Please feel free to reach out us for any concerns, we will be happy to assist you. ", I have not herd from anyone yet. Still dont when I will get my system back. Can you tell me if DELL has sent the relevant parts to the service centre? Dont give diplomatic answers I want a date as it is I have had enough ,"Greetings Om, We have an update from our service engineering team. Your system repairs is taken on priority and the service will be completed at the earliest. Please feel free to reach out to us if you have any concerns, we will be happy to assist you. "
 The one on the left still doesnâ€t read cards... , Thanks for confirming David. I will get these reported Josh , No the 2 machines next to the Heathrow expresss machines by the taxi rank , Hi David. Can you confirm that you are referring to platform 1 at London Paddington please? Josh ,guys ticket collect machines not working Hammersmith city end of platforms one wonâ€t read card one jammed 
" Hi, what time did you leave Waterloo? ", WAT to CSS ," Hi, which train are you on ? ", Is this why my trainâ€s crawling between Wimbledon and Raynes Park? ,Following a points failure at Dorking all lines are reopened. Residual delays of up to 25 mins expected until 2030 
 Redruth Tolgus the small one ," Hi Katie, sorry to be a pain, would that be the Redruth Tolgus Superstore or just the Redruth Extra? Thanks Peter "," Redruth, Cornwall "," Hi Katie, sorry to hear this! Could you let me know which store this happened in so I can investigate this further? Thanks Peter ",2/2 I then had to get help again at the till because the seatbelt didn't work and so my son turned around and got his leg stuck! 
 I canâ€t right click the track if the track is no longer viewable and/or no longer shows up when searched for. My account is U.S. ," Can you send us the Spotify URI? Just right-click the track &gt; and Share &gt; and URI. Also, what country is your Spotify account set to? /BE ", Brett Eldredge: â€˜Wanna Be that Songâ€ was removed from my library and & is no longer available to download ," Hey, help's here! Can you tell us what's happening exactly? We'll see what we can suggest /BE ",Do songs periodically get removed from ?! 
" Now, Iâ€m just waiting to hear from my mom. Once she calls, Iâ€ll be okay again. "," Thanks to the amazing staff at They were kind, patient and very helpful. Wonderful customer service! ", I parked at the wrong terminal. Took a wheelchair from a different airline. The airport was so crowded. ," The anxiety was real. Its been so long since Iâ€ve been to the airport, at least a year. ",Waiting for my mom to call/text that she has landed safely. 
" If we could have service in Barton Co., Iâ€m sure weâ€d be back ASAP. Just sucks that wife and I just upgraded phones 2 months ago. "," We're sorry to hear we lost you as a customer. Hopefully, we'll win you back soon. "," How about the Great Bend, KS area? Had to switch in 2010 because it fell a few miles outside of the network. HAD to go back to VZW :( "," Thanks for reaching out! Yes, we're currently expanding in multiple cities in the US to ensure the best voice, text and & LTE coverage. :) ",R there any plans to expand west in KS? Live in Center of state and would switch BACK to u in a heartbeat if you offered service! 
 I have just DMâ€d you again on the same thread as my last message. Please contact me. ," Hi Rachel. Pleas follow and DM us your order number , email, phone number and full postal address please and & we'll get someone to contact you. "," I am still waiting for a reply, 8 days later. I canâ€t believe this is still going on. Please can you tell me when someone will contact me! "," some delays in getting back to customers. They are aware of your issue though, and they will get back to you as soon as they can! 2/2 ",I am absolutely disgusted with your service. I am awaiting a response from a complaint raised on Monday. I have DMd you. 
 It was fine when it used Windows 7 or 8 but after upgrading to 20 I could no longer save documents or use the internet without memory issues. ," Oh no! Just to clarify, were you able to resolve the bluescreen issue? Can you tell us more about the issue on your last laptop? ", Recent update led to â€œblue screenâ€ in current laptop. I lost files b/c it had to be reset. Last laptop didnâ€t work properly after upgrade. ," Hi, Ariel! What makes you feel this way? We'd like to help. ",I hate Windows 10. 
 08050453448 , We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO. ," I renew my data today, nothing like 100% and & it has not expire yet "," Good morning, valid for 7 days from the subscription date. Thank you. SO ",500 for 3gb weekend plan. Is it for 1 weekend or 7 weekend? 
" Thank You, can you contact me when it's back up please? "," Okay, This is an issue we are looking into at the moment, Please bare with us, If this is urgent you can call Argos card on 03456400700 G ", The actual myargoscard website ," Hey, Is this online or the actual website itself? Georgia ","I can't access the argos card online, it gets stuck in a loop when i try and put in my memorable word and numbers? "
 Well I'm gonna try certain pin codes from Pune or Kolhapur. Hope it's enough to grab one of those very few , the availability of the item to your pincode. 2/2 , and & y is It so? ," If your pin code is eligible, you'll be able to place the order. ",Hey being resident of Maharashtra (1 of Indian states). M I eligible to buy/avail today's exclusive redmi 4a sell starting 12pm? 
 Not on my dime for expedited shipping. , Let's hope you are correct it's a birthday present with extremely short lead time. If it has to be replaced it must arrive no later than Fri ," At times, a package can be mis-scanned. In most cases packages arrive within 24 hours. If not, please contact us back. "," Sounds like it's been delivered to the wrong address... No building on my block has a ""Mail Room"" ","When says they left a package in your ""mail room"" but you don't have a mail room or a package outside... WTF then say wait 24hrs? "
" I apologize that we've made you feel this way. If you change your mind, please let me know as I'd like to help resolve your concerns! "," And with that being said, I'll just complain and warn others. "," So, unless going through this dance with you again in the DMs means getting reimburse MONETARILY, there's nothing you can do for me. "," I understand your frustration and I'll be happy to assist with your internet concerns. Please send a DM with your full name, ",Can't even play a game of Fortnite without lagging out. So tired of Terrible service. 
 Thanks! I spoke w/ Jay and & she got everything worked out for us. Y'all are truly the best! Ebony really may just need some candy or something. ," We're so sorry to hear about the poor Customer Service, Ashley. DM us with the confirmation number and we'll talk it over. ", Just letting you know b/c I NEVER have bad experiences with y'all and she was truly awful. And we still need to fix the payment on our res , My manager accidentally booked a flight on her personal card and & we just wanted to switch it to our business card and & Ebony was not having it. ,Hey Can some1 give Ebony at your res center some candy or something? She's super rude and & condescending and & clearly hates her job 
" I just sent a DM your way, and I'm ready to get to work for you there. I look forward to helping you out with your coverage. "," Awesome, I hope there can be a solution. From what support told me on the phone, there are no solutions. ", Hey! We've got your DM and would love to meet you there and work toward a solution. Thank you! , after weeks of troubleshooting it looks like you can't fix my problem. The signal booster didn't work. ,"Just moving into my new house and don't get cell reception anymore, I want a TMobile tower on my land! "
 Thatâ€s awful. Youâ€re going down massively. wondering why your competitors like is doing so much better and provides more service! ," We've changed our policy around carrying guitars in the cabin, Dan. You can buy an extra seat, if that's suitable for you? "," Hmmm. Vintage, meaning Iâ€m not letting a 10kÂ£ guitar out of my sight. Guess another airline. :/ thanks! ", counted as one item of your checked allowance. Many thanks. 2/2 ,whatâ€s the chance of carrying a vintage Les Paul aboard from London Saturday morning? Wicked early? 
" Well thanks for the job then, Rich ðŸ˜‰ ", (Not in the biblical sense. In the social media sense!) , And shortly after I created you! thanks MM :-) ," Congratulations, Rich ðŸ˜¬^MM ","I was dating a woman who I went on to marry, working on the cultural change programme at "
" Yes. To any service, actually. Just says â€œSearchingâ€ ", Are you having trouble connecting to the LTE service? ," Like WiFi? Yes, it does. ", Does your phone detect the wireless network from the router? ,iPhone 7 canâ€t connect to service. Iâ€ve restarted and checked for updates. Any ideas? 
 I tried just a moment ago to check my balance left and I dnt know if I heard right but computer systems weren't able to help at the time? ," Please call Serve for assistance 800-954-0559, 24/7. All the best. ", It is an American Express serve green card I wanted to activate online feature and made a mistake I dnt know if it's gonna re send a card , Hi Joe. DM is not secure. Which U.S. based card is this concerning? Pls do not release any personal or card information. ,I need to DM you I was trying to activate a card I already had and it's about to send me another personalized care I DON'T NEED IT 
" Sally, we want to help. If your issue is still unresolved, please send us a DM with details and your account number. "," Now 9 and & 10. Wow. Empower your customer service people to solve problems. Because every time Iâ€m transferred, I get more angry. "," Now 8, and youâ€ve lost our business. ", Now agent Ridiculous!!! ,Hey Iâ€ve spent 3 days and & 3 hours dealing with 6 different people and & you still are fraudulently changing me for something I didnâ€t order! 
" Once my flight is completed, Iâ€m going to finally enjoy my honeymoon. If there isnâ€t anything u can do now we wonâ€t fly w/ u in the future. ", Please follow and DM your record locator once your flight has completed. We'll take a look at your reservation. ," We are rebooked for tomorrow (as long as nothing goes wrong there, too) but had to spend $350+ for hotel + waste 1 day of our all inclusive ", We're sorry for the delayed start to your honeymoon. Let us know if you need help with rebooking and we'll take a look. ,honeymoon delayed bc of a cancelled flight. Any help w/ the extra money we had to spend? 
 Iâ€m very annoyed , Really sorry for the delay Jacob. Have you been able to get this sorted now? Naomi , order: 187811775 ," Hi there, I'm very sorry about this Jacob. We'd expect more than this. Can you confirm whether someone's been in contact about this? Robbie ",1st time I use and they did not deliver... should of stuck with they always deliver on time 
 customer number 189589194 , Did you make the purchase at a Sprint store. , what do you need? I have my receipt , Hello I need a little more information in order to research the promo and get the issue resolved. ,I need customer service! The phones on us website isn't showing the J327 and & the store said I bought it during promo 5/5-7/13 
 Yes please , Apologies for the issues as we were aware of a delay and working on rectifying. Did you want me to review? , I called and The points have been loaned to my account so I can use them right away. Itâ€s been inconvenient for me. , Hi there and sorry to read that. Have you called us to initiate an investigation? ,I have been waiting for half a year for 35K points to be added to my SPG reward account. Whatâ€s is happening? 
