7response,context,context/0,context/1,context/2,context/3,context/4,context/5
 Thanks for your help. I finally figured out I have to correct the IP address to get it back online. But why does it keep going offline? , I did not hear back from you yet. Please let me know whether your issue is resolved or you need additional help. Sanal ,[Why does my HP Envy 5540 printer keep going OFFLINE and refusing to print?] , , , , , 
 wah okay lemme try if it will help , smart-phone. You can Google search this information as well. , received the call and ihave an enquiries can one backup lost contacts? , Dealing. , Check DM ,wassup guy ilost my line and iwanna replace it igot the replacement care can you active it , , 
 received the call and ihave an enquiries can one backup lost contacts? , Dealing. , Check DM ,wassup guy ilost my line and iwanna replace it igot the replacement care can you active it , , , , 
 But I m getting frequent call from you to link aadhar number ," We are here to help.We would like to inform you that if you have done the Aadhaar linking,there is no need to do it again. ",In my aadhar card i have linked my mobile number. Is it necessary to update aadhar number to the same mobile number again? , , , , , 
 ðŸ‘Œ ," Our mobile app is experiencing technical difficulties, and we working to resolve it. We apologize for the inconvenience. ",your mobile app is asking me to update but I already have the latest version. Can't get in ðŸ„ , , , , , 
 Weâ€re happy to let you know the technical issue has been resolved. Please let us know if you need anything else. ,your app keeps telling me I need to upgrade to keep using it. I have the latest version. Tf? , , , , , , 
 App isnâ€t working again ðŸ˜’ , Thank you for alerting us of our technical difficulty earlier. The issue has been resolved! ,Iâ€m having issues with the mobile app. Says please upgrade but nothing to upgrade to. Please help , , , , , 
" Thank you. After I just booked our stay at the Surfcomber in Miami, I got my birthday mail with a promotion. Can you help me apply that? "," Cancellation policies vary by hotel, Shalan. Booking a promotional rate can affect cancellation options as well. ","Hello, what is your cancellation policy? Thanks. ", , , , , 
" Am gleichen Tag noch, sonderlich hilfreich war es jetzt auch nicht, Paket (durch den Feiertag) immer noch nicht da, das einzig Ã¤rgerliche jetzt ist natÃ¼rlich, dass die Zustellungsdaten nicht aktualisiert werden. Seit Samstag keinerlei Infos. "," Hi, hast du dich bei uns gemeldet? Konnten wir dir eine LÃ¶sung anbieten? GruÃŸ "," in EinzelfÃ¤llen ist vÃ¶llig korrekt, aber nicht bei 4 Paketen in 2 Monaten, tut mir Leid, einmal ok, aber nicht vier Mal hintereinander! ", In EinzelfÃ¤llen kann es zu VerzÃ¶gerungen kommen. Wann war denn der geplante Liefertermin? ,"Seit wann wird bei eurem Super Unternehmen eigentlich das Zustelldatum auf ca. 24h Stunden geschÃ¤tzt, wenn das wunderbar erwartete Paket dann in diesem kleinen aber feinen (Achtung Ironie) Zeitraum nicht ankommt? Arbeitet ihr auch vernÃ¼nftig? ", , , 
 It was from a third party seller but fulfilled by Amazon. , I'm sure this isn't what you expected to receive! Was this coming from Amazon or a seller on our site? Pls let us know! ,"I received an item today that has a tag on it saying it is new, but it very clearly isn't new. It's a present. Please help. ", , , , , 
" It was all the stations, but I think I fixed it for now. Had to wipe my cache. ", I'm sorry for the troubles! We'd like to help if we can. Have you tried to close out the station and go back into it? ,"for some reason all my ""stations"" are only playing one song on loop. Win 7/Chrome 62.0.3202.75 ", , , , , 
" iPhone 7+, freezes all the time, need to hard reset at least twice a day since iOS 11 update ", We're here to help. Give us a few more details on what is going on and we can go from there together. ,Just updated to iOS 11.1 and it's even worse... what about fixing bugs before adding emojis? ðŸ , , , , , 
" No, no error messages. The app â€˜freezesâ€ all the time since the iOS11 update. I donâ€t get the logic of the listen now tab at all. ", We can help with your Podcasts! Are you getting any error messages? What happens when you use the Podcast app? ,Please fix your Podcast app! ðŸ¤¬ , , , , , 
" iPhone 7, iOS 11.1 ", Thanks. Which iPhone and iOS version are you using? You can check under Settings &gt; and General &gt; and About. ," Random apps, but I think I see it most frequently when I screenshot and go to share that screenshot "," Let's help get this resolved. To get started, does this happen completely at random or when using specific applications? ",Why is my phone still freezing like thatâ€s its job? , , , 
 IOS 11.1 ," We're glad to help. To start, what version of iOS are you running? Find that in Settings &gt; and General &gt; and About. ","why is my iphone (6s, recent update) showing symbols and stuff as iï¸ type when autocorrect is on? ", , , , , 
" Hi Gemma, thank you for your question, selected stores are selling the poppies in support for our armed forces. 1/2 ",Will be selling poppies at all? , , , , , , 
 (2) to allow people to choose if they want to donate should be made available. ," Gemma, we have them for sale at Hackney Town Hall reception if you can't find any locally. ", why are only selected stores selling poppies? All stores should. ," Hi Gemma, thank you for your question, selected stores are selling the poppies in support for our armed forces. 1/2 ",Will be selling poppies at all? , , , 
 The amount of times I get this response and get no reply. Just sell poppies in all stores and not selected ones. Very simple. ," I would like to log this feedback for future review. I will need your full name, postcode and address to do this for you. Thanks Lee 2/2 ", (2) to allow people to choose if they want to donate should be made available. ," Gemma, we have them for sale at Hackney Town Hall reception if you can't find any locally. ", why are only selected stores selling poppies? All stores should. ," Hi Gemma, thank you for your question, selected stores are selling the poppies in support for our armed forces. 1/2 ",Will be selling poppies at all? , 
" Gemma, we have them for sale at Hackney Town Hall reception if you can't find any locally. ", why are only selected stores selling poppies? All stores should. ," Hi Gemma, thank you for your question, selected stores are selling the poppies in support for our armed forces. 1/2 ",Will be selling poppies at all? , , , , 
 Yes they did but there shud have been announcement in gate. Lots folks took notice. ," However, it seems our crew was able to make up the time and there's an early arrival anticipated. ",25 to depart 3505 no aircraft no delay posted. Who you kidding ? No announce in gate about no a/c. Poor communication , , , , , 
 None needed. Very professional crew. Thank you!!! , Apologies for delay Frank! We appreciate your patience. ,did a great job in taking an ignorant idiot off our flight today. Delayed but better safe than sorry. Thank you for our safety. , , , , , 
 Unless you guys increase coverage in SC I am not sure what you can do. But just know Iâ€ve stuck with for a reason. Keep up the good fight and thanks for reaching out. ," Hey! Do you need any assistance? If so, please let us know to further assist. EG ","service may be reminicent of dialup up on a 56k modem from the 90s but at least itâ€s not @6674&a or both of which Iâ€d never support. Plus I love the 90s. Ya know, when the internet was free as it should be. ", , , , , 
 I'll just use the double payment as credit for next month's bill. It's just annoying that I pre-paid and then got charged a 2nd time! , I can take a look at your account. Can you DM the phone number on your account? ,Glad doesn't understand how autopay works and charges you twice when you pre-arrange a payment. , , , , , 
" no thanks. we've been through this multiple times. Never gets better, and I just end up frustrated. Not worth it anymore. "," Hi, Stephanie! Thanks for reaching out. Letâ€s get that Internet issue fixed. Please DM your full name, address, and phone number? ", Thatâ€s the beauty of having a monopoly. They donâ€t even have to to provide good service or fix problems. , Demonstrating that clearly doesn't care. ,"Dammit, Every night, 11pm, our internet cuts out. Every. Night. Super-helpful for studying. This is why monopolies are bad. ", , , 
 Hey there! We are on it! See our DM response to get started! We ARE the easy button. ,I sent you a DM. I could use some of your , , , , , , 
" Agree, but your App is showing incorrect info. You've given me a tracking no., and & it says ""shipped"" but UPS says you need to give them packet ", Consistent communication is always important. Keep an eye on your tracking for changes. ,"love you, but your App is wonky. It shows my order has been shipped, but says no. When I called you, rep said no. ", , , , , 
 The 'technical fault'was the baggage truck hitting the plane!!! He has been put on another flight but this does not exonerate you ," We're so sorry to hear this, Lorraine. Unfortunately this was because of a technical fault with the aircraft. Has your son been rebooked? ",absolutely furious! Sons flight cancelled 9 hours ago in Abu Dhabi NO HOTEL AND ONLY A CROISSANT to eat. Appalling!!! , , , , , 
 That's fair. She's still a sweetie. , Just a drink this time She cant spoil me too much ðŸ˜Š , Aww that's definitely love. Did she bring chips and guac too? ,Nothing says more than when she brings you for lunch when she knows youâ€re working an 11 hour day , , , , 
 somebody had to say it , Shhhhh don't tell them that , dont be sad hes gay , :( ,my wife left me , , , 
 Vinings-Marietta GA (Akers Mill) , Which location are you visiting? You should get a four-ounce scoop. ,"If don't stop being stingy with the spoon full of guacomole for 2 bucks, I'm going to make my own including entire chipotle ", , , , , 
" I can look into this for you Mike, can you please DM your account or primary phone number? ",North Hollywood/Valley Village. Is there an outage? Hopefully this is fixed before the Dodger game. , , , , , , 
 Â¡Hola Gustavo! Esperamos que encuentres excelentes opcionesâœ¨ðŸ˜€ Â¡Saludos! ,Le dedicarÃ este fin al catÃ¡logo de a ver quÃ tal. ðŸ˜ŽðŸ“º , , , , , , 
 ðŸ˜†ðŸ‘ðŸ’• , è¦‹ã¾ãã‚Šã¾ã€œãðŸ’— , Amazonãƒ—ãƒã‚¤ãƒ ãã”ç»éŒ²ã‚ã‚ŠãŒã¨ã†ã”ã–ã„ã¾ã(ï¼¾â—‡ï¼¾) æ˜¯éžï¼è‰²ã€…è¦‹ã¾ãã£ã¡ã‚ƒã£ã¦ãã ã•ã„ã­ï½ž(*Â´ï½´`*)ï¾‰TY ,Amazonãƒ—ãƒã‚¤ãƒ å…¥ã£ãŸã‹ã‚‰ä»Šæ—¥ã¯ã‚¢ãƒ‹ãƒ¡ã¨æ˜ ç”»ã‚’è¦‹ã¾ãã‚‹ã‚“ã ï½¿ï¾ž , , , , 
 I'm sorry for the delivery experiences! We don't want to let you down! What was the delivery date given on your most recent order? Did we miss the delivery date given in your confirmation e-mail? ,Ugh this is my third prime order in 2 weeks that will be delivered late. Whatâ€s the deal? , , , , , , 
 What seems to be the issue you are having? Let us know. CF , Get some better customer service who doesnâ€t lie to you every month and replace the whole Manitowoc Wisconsin staff ," Hey there. Please let us know what makes you feel this way, so we can turn this around. Sprint Cares! CF ",worse fuckin mistake I made was going to you guys , , , , 
 It's a local one in ashridge in wokingham , Oh no! Sorry about this. Which store do you usually shop in? I'll check on this for you. Robbie ,My local didn't have now I have nothing to read for 24 hours , , , , , 
" Thanks for your feedback, Alison. We'll pass this on ðŸ˜ƒ ","Having a most pleasant journey with All aboard, all aboard!! Trolley man needs a driving test though bumping!! ", , , , , , 
 The issue is the busy area fee was not flagged for me in the app you guys snuck it in you are supposed to highlight the fee and I tried to cancel right away this is ridiculous I'm NEVER using again and telling all my friends not to , The busy area fee helps us maintain the reliability and & speed of our service. You can try again later when there may be less demand. ,I'm in Toronto and is trying to scam me by not flagging a surcharge see please help a $14 surcharge is ridiculous and I immediately tried to cancel , , , , , 
 Hello Ben. The train is currently at Reading being delayed by a train fault which Maintenance are looking into. Jordan ,how delayed is the 16:29 from Swindon to bath spa? , , , , , , 
" Of every five coach set, one and a half are first class. That's 30% ", 15:47 Cardiff to Swansea. It is crowded but that's not the point. There's of lot of first class accommodation that's empty.. , Hi John. Sorry for the busy conditions. What service are you travelling on please? Rach ,"So much for the new trains, 10 coaches but too many are first class and empty. Hard seats but at least the colours are restful ! ", , , , 
" Hi John. While there appears to be more 1st class capacity, of the 652 seats onboard a 10 car train around 89% are standard. Jordan "," Of every five coach set, one and a half are first class. That's 30% ", 15:47 Cardiff to Swansea. It is crowded but that's not the point. There's of lot of first class accommodation that's empty.. , Hi John. Sorry for the busy conditions. What service are you travelling on please? Rach ,"So much for the new trains, 10 coaches but too many are first class and empty. Hard seats but at least the colours are restful ! ", , , 
 I'm getting ready to move on myself. Verizon has better service in this area now. I've had directv for 15yrs but the $$ is ridiculous now ," They're cutting off quicker now, have to pay for DirecTV acquisition and & stock headed to 5 yr low. Had 5 lines since '05 and & about to jump ship ","Fuck you and your ""oops life happens"" reminder, AT&am I'll be paying the day before you cut me off like every other month. ", , , , , 
 ,I'm having trouble with getting a refund for a trip in Ohio on 11/17/2017. I was charged 50 dollars more than I should have. I took the steps.. and I still have not received a refund. , , , , , , 
 We have received your DM and will be reaching out there. Thanks! ,Donâ€t expect any support from Might as well just keep sending emails and DM in their app. You are basically useless as a customer to them. , , , , , , 
" Got in contact with the UK version, thanks though. "," Hey there. Please follow us on Twitter and let us know once you do, so we can send you a DM. ","hi, I believe my account is being hacked, trying to sign in with 2 step verification, but not receiving code. ", , , , , 
 Do I lose my trophies or saved data by doing that? , Thank you so much for the information. Please delete the application for the game and download it again. , It says gameplay recording paused due to banned scene but it is paused for the whole game. I have only noticed it with resident evil 7 , Here to help! Do you receive any error code or message? Are you having this issue with all your games? ,everytime I play resident evil 7 my ps4 says gameplay recording paused and my dual shock color turns from blue to orangehelp , , , 
" Do you have support for the app Code Strike, to get 2xp codes?? ", Hello there! What can I help you with? ,hey can you help me with an issue?? , , , , , 
" It was a Belfast number: 028 9583 9974 in the end I had to hand up on the guy because he wouldnâ€t accept â€œNo, thank youâ€. "," Hi there, ðŸ˜• Can you please let us know the number that called you? Did you ask them to not call again? ",just had a very aggressive sales call from your guys trying to push me on to a SIM only plan. Iâ€ve just ordered an , , , , , 
 Sometimes the smallest gesture has the greatest impact. You canâ€t imagine how happy this will make him. Thank you ðŸ’œ#CustomerService , We're happy to have been able to help in some small way Janine ðŸ˜€ ,"you, thank you, thank you, although the bruises may remain, i can stop tears ", , , , , 
 Must have good customer service training if you get those levels from 2 different members of staff ðŸ¤”ðŸ¤”ðŸ¤” ,Outstanding service again from twice Iâ€ve visited your store in the millgate in Bury in the last month excellent service each time ðŸ‘ðŸ¼ , , , , , , 
" Hi Martin, it ends on the 30th November. ",hi can you tell me when the TU service ends please , , , , , , 
 tried it and its not working it still shows my number ," To hide your number when calling from a Phone, dial before the phone number you want to call.^PY ",hey do i hide when calling i want it to appear as PRIVATE on the receivers end , , , , , 
" My no is 0720789649, just noted I can't make any call from my number. It's not only the 400. "," Apologies. Brief on your issue, share your Account number and contact number we assist. ","Hi, am trying to call the Home Internet connection number 400 and it's not connecting. My call is being dropped. ", , , , , 
" Apologies. Brief on your issue, share your Account number and contact number we assist. ","Hi, am trying to call the Home Internet connection number 400 and it's not connecting. My call is being dropped. ", , , , , , 
 Thank you. Now let me check with KCB...kuna ka-problem. ," Hi, this transaction is complete. Check your statement through Information&gt;M-pesa Statement for confirmation.^TK ","Hi, did transaction LK12YNMZK8 to KCB MPesa go through? ", , , , , 
 Farnborough main even. ," Sorry to hear this, what service was this on? ", Reason. That is appalling service. I now have to wait for another 30 minutes for the next train. Maybe u guys are worst than southwest train ,how the fuck does a train being two minutes late to my starting destination cost me fucking 30 minutes due to a missed connection. , , , , 
" Sorry to hear this, what service was this on? ", Reason. That is appalling service. I now have to wait for another 30 minutes for the next train. Maybe u guys are worst than southwest train ,how the fuck does a train being two minutes late to my starting destination cost me fucking 30 minutes due to a missed connection. , , , , , 
 Got it now thanks , no problem I've booked mine. Hope you get yours! ," Thanks, better informed than Tesco ðŸ‘ ", midnight if you are a saver customer apparently ,what time is your Christmas delivery slots available ? , , , 
 Hi we take concerns like this very seriously. Please DM us with more information. Thanks. ,"jesus christ , i hearing horror stories about target employees buying out before the store doors even open! ", , , , , , 
 The 15:25 service ran straight through calling at all stations. , I read that the 1525 service wasn't stopping at either of those stations? , Cbw to St Pancras but will get off at Stratford ,are trains from Canterbury still not stopping at Stratford Int and St Pancras Int? , , , , 
 Thanks for the reply! I'll be waiting for the update... , Hi there. This has been brought to the Studios attention and is being worked on. Stay tuned for updates. ,so... when is the lobby issue while in a party going to get fixed. After a game is over it just leaves you at a screen where you can't do anything. Can't change weapons or see anyone. , , , , , 
 iâ€m trying to transfer local files from my macbook air with macOS sierra version 10.12.6 to my iphone 7 with ios 11 and spotify version 8.4.28.1104 ," Hi there, that doesn't sound good! Can you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /AK ",for some reason i canâ€t get my local files on spotify to become available on my phone again like i donâ€t know what happened ðŸ˜¡ , , , , , 
 Are you currently needing assistance from us? ,ive noticed some bugs with cortana on my xbox instead of doing as i said ahe does something else , , , , , , 
" Any item. I tried a Kindle fire, hair dryer, tv, all failed. "," What item are you trying to purchase or check, please? Scott "," The stock checker feature of your website is not working, so I can't order anything for collection. "," Hey, can you please provide further details and I will get this looked into for you. Charlotte ",can you fix your online stock checking feature asap please? , , , 
" Hey Lucas! Just to check, what country is your Spotify account set to? /MT ","where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf. ", , , , , , 
" Hi Tanmoy, Can you please try that link in incognito mode and check if you're still seeing the issue while resetting password? ",Can't reset password for dev org(__email__).Your reset link expired after 24 hours or has already been used.@asksalesforce , , , , , , 
 Wed Flt 1903 we live 20 mins from LGA; what time should we get to airport; have TSA precheck , Do you have a flight number or time? ,LGA-ATL Wed. morn; which terminal thanks Happy Holiday , , , , , 
 thank you ," Thank you, please allow me a few moments to look into your request. ", Wed Flt 1903 we live 20 mins from LGA; what time should we get to airport; have TSA precheck , Do you have a flight number or time? ,LGA-ATL Wed. morn; which terminal thanks Happy Holiday , , , 
" I was very let down. Not only was she rude to me, but my family as well. Just not what I expect from your employees. ", was not the case. 2/2 ,Disgusted at your customer service at Gate 34C at Lagurdia service to Louisville KY tonight. Your gate agent was beyond rude when I had a simple question. Unreal. I've never been so disrespected in front of a group of people. , , , , , 
 Please donâ€t provide your order details as we consider them to be personal info. Our page is visible to public. ,my OD ID is 4__credit_card__ and & Tracking ID is 213112426556 It was a replacement of faulty product , , , , , , 
 Thanks a LOT , Appreciate your understanding. We will get this sorted at the earliest! ," OK, let me wait till tomorrow, hope that problem will be solved by then, anyway request u to keep the communication channel open, 1/2 ", Please donâ€t provide your order details as we consider them to be personal info. Our page is visible to public. ,my OD ID is 4__credit_card__ and & Tracking ID is 213112426556 It was a replacement of faulty product , , , 
 Itâ€s not downloading any of the books I have and it wonâ€t delete the ones Iâ€ve returned ," Oh no! What specific errors are you running into when trying to access Kindle Unlimited? Please let us know, Breana! ",Why isnâ€t my kindle unlimited working , , , , , 
" Great question! Just to clarify, are you speaking of Prime Music or Amazon Music Unlimited? ",can u listen to amazon music on more than one device at a time? , , , , , , 
 Yes!!!! I have had to reset this shit five times today already like FIX THIS , literally it just fucking freezes when iâ€m doing somthing and then fucking shuts off 20 times a day , Swear to god this shit been tweaking ,wow i wish my piece of shit fucking iphone would work right for once , , , , 
" How should I contact you? Will HAPPILY have this conversation over open Twitter, as Iâ€d love nothing more than to public ally complain about a particularly rude guy. But also happy to actually describe issue offline if helpful. You have the wrong fellow in the wrong job, I fear. "," We're so sorry this was your experience. Please let us know if we can help in some way, Tom. ","hate complaining on Twitter. But just the absolute worst customer service from Eduardo De La Olivia at MIA Flagship Lounge. 6 passengers flying full fare First never again on your airline. No joke. Takes a lot to drive me to Delta, but this guy cracked the code. ", , , , , 
 Please DM your record locator and share details. We'd like to review this closer. ,Just witnessed the agents at A23 in Dallas being verbally abusive to standby customers. We got seats but man they were nasty. , , , , , , 
 I canâ€t be in an airport much longer. I just got off a 15 hour flight from Hong Kong. ðŸ˜¹ Iâ€m sleepy and hungry ðŸ¤­ðŸ , We appreciate your patience today. We'll make sure everything's safe to fly before we're wheels up. ,"OMG, our flight just aborted takeoff! Back to the gate for maintenance! ðŸ¤­ðŸ›« ", , , , , 
 Can you please call me? 314.952.7769 , We are here and the agent wonâ€t let us board this is appalling ," We're not always able to hold flights. Our airport team knows you're coming, and will do all possible to help you make your flight. "," can you hold the plane?!? We are running to gate, on airline now from D ", We'd be glad to review your trip details as soon as you land at your final destination. Please follow us and provide your locator via DM. ,"on AA81 LHR-DFW, how can I file a claim for compensation for this â€œseat map errorâ€? And I believe we may miss our connecting flight as a result. (AA81 DFW-DEN) ", , 
 This was a while back but it seems like the self service tills now accept mobile app coupons so no problem anymore :P ," Hey there, I'm sorry coupons weren't working when using the app, can you please tell me what store this was happening in? TY Rian "," coupon disposal box when I scanned the coupon on my phone, was a little embarrassing to say the least. ","Hey, have the self-service machines been updated to allow coupons via the app now? Last time it required me put something into- ", , , , 
 On iphone app in folder wich i create on PC and put inside some playlist i dont have play button like in PC app Tnaks ," Hi there, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us in the loop /JI ","why i cant play my playlist folder on iphone app? You are SPOTIFY,guys do it please! ", , , , , 
" It took me four seconds to deactivate it yes, but why is that an automatic trigger literally logging in to my Spotify? ","Wow, It's actually bullshit that you automatically reactivated my long-since deleted Facebook account without my consent. ", , , , , , 
 Thanks! You've really nailed the recommendation aspect ðŸ’š. I think library organization is an area all streaming services can improve. , Hi Ryan! Thanks for the feedback. We'll be sure to pass it onto the right team. Let us know if there's anything else we can do to help /DV ,library limit (10k songs) is a pretty big failure of premium streaming services. Shows the limits of subscription vs buying. ðŸ˜• , , , , , 
 Chatting with Connie to get my arrangements sorted out was so easy! Give that gal a raise! , Please contact our Online Customer Support Desk at 888 750 3284. ,"Iâ€m trying to give you money ðŸ’° but canâ€t get logged into my sky miles account. Changed password, followed prompts, still no luck. ", , , , , 
" Did you send it through Twitter or Facebook? If it was through Facebook, what's your profile name there? M ", I already sent you a detailed Direct Message. ," Hi there! What can I help with today? Please send us a Direct Message, so that we can further assist you. M ", Sent you all the details in a DM. Please help! ," This is not the type of experience that we want you to have. We would like to know about what exactly is happening, In order for us to do it, please follow us and send us a DM. ","Horrible service...ported 3 wks ago...not able to make single call. Running between cc, store and apple care. Will transfer my service back sigh!! ", , 
" Sorry, that's all on my mom. The account is under her name. ", I can look into your service issue. Can you DM the phone number on your account? ,What's going on with you guys? Our TV was cut off last night and now both our DVR boxes are totally dead. , , , , , 
 Phone service has been restored but not tv or internet. Is this unusual? , Are you having a billing or service issue that I can assist you with today? ,, , , , , 
 Item no longer needed. I have spoken to someone at your end earlier and they agreed a full redund. ," Thanks for reaching out, Tim- I'm sorry for any trouble! We'd like to look into this with you. What was the reason for the return? Let us know! ",I was promised a full refund for an item but I have been not refunded postage , , , , , 
 Yep. Thanks! ," Hello. I would like to help address any service and billing concerns. Can you please send a DM with your full name, the phone number, and address linked to the account? ","We are now paying for a month of TV and internet weâ€re not actually getting, plus a $60 installation fee for someone to tell us itâ€s going to be 10 more business days and he canâ€t help. How do we get a refund? ", , , , , 
 My account number is gonna be a cancelation request and for some reason I miss my fucking dodger game , I'll be happy to help you with your service. Would you mind sending us a DM with your account number? ,ant news on the spectrum outage... worried about my dodgers game. , , , , , 
 To a different email address than originally used ,can I request another email receipt from a flight reservation? I have the traveler name and res# and card number used. , , , , , , 
 Yes same error :( I deleted and & reinstalled. I haven't tried a different port but a port issue doesn't match symptoms other apps are fine , Oh no! Are you still getting a connection error? Does connecting your FireStick into a different HDMI port on your TV help? ,"Hey if you could fix your app for Amazon Fire Stick, that would be GREAT. Yes, I've tried reinstalling. ", , , , , 
" Oh sorry about that, it must be an error with our system. Can you make it to any of our Edinburgh stores? Ewan "," Thanks Ewan! None on the shelves, I was in this morning. How do I get one? ", Thanks! Livingston currently have 5 in stock. Happy listening! Ewan , Thanks Steven. Local store is Livingston ," Apologies, what's your local store? I'll check for you. Steven ",I cannot find the exclusive to you Pretty Things SF Sorrow coloured vinyl in any your stores close by Can you help me get a copy , , 
" Yes, it came back up, thank you ", I'm really sorry for the delay Ros. Did you manage to get this sorted? Naomi ,Is your website down? I've just made changes to my order for tomorrow and now can't reach the checkout page. , , , , , 
 Your customer service has been appalling and I've had nothing but rudeness from your team in the call centre. I will DM you , Hi Athena. Sorry to hear this. Can you confirm what you are referring to? Rach ,"The worst service I have EVER received. 5 calls and no resolution. Happily taken my money, but to actually provide a ticket...nope ", , , , , 
" Hello Alfonso. Apologies for the cancellation, this is due to a train fault. The next available service is the 1657. Rach ",seriously cancelled the 16:30 Swindon to Bath again? What's the excuse today? This is weekly now , , , , , , 
" Thanks to Ken, the technician who showed, I have all of my service restored. "," OK, please let us know how it goes. ", I have already contacted telephone support. They have someone scheduled for later this afternoon. , That's not good at all Shannon! Please follow and DM so we can continue. ,"Livid is when says theyâ€ll call when theyâ€re 30 minutes away, doesnâ€t, and then cancels your ticket. ðŸ˜¡ ", , , 
 Love!!! , Like what , The greatest gift of all. ,Do you know what you going to give me on my 24th Birthday on 11/30/2017 fios family love &lt;3 and , , , , 
 00584145031509 ,"saludos, realice una transferencia y me equivoque en una cifra del numero de cuenta ", , , , , , 
 U can help bofa deez ," Hello, we're here to help. Please let us know if there's something we can help on your account. ", I want to respectfully tell you that yâ€all some bitches ,Bank of America is legit the worst bank in America , , , , 
 Less than impressed 90 minute outage yesterday and now going on 3 1/2 hours today no explanation ," Hi, we can reach out to our Business Team on your behalf. Please DM the business name, address and best contact number. ",Really ? It's makes sense to have businesses down for &gt; and 4 hours? , , , , , 
 Hi there! Hi there! We are sorry to hear about this. Please send us a DM so we can assist you further! ,"Well f-ing WHY can I not update my address on my money tab?! When I use the select and choose ""add new address"" it just refreshes! ", , , , , , 
 They haven't replied yet... ," Hi Pete, the team there are our dedicated customer supporters, and will be able to quickly resolve your query ", In a better way than your dedicated customer support team can? Wow!! ," Hi Pete, our friends will be able to help you here ",why so little interest in resolving my problems with a fraudster using THREE different accounts. 25 minutes and unresolved! , , , 
 112625871669 112625872080 112625869121 seller has 15 Visa listings It just can't be stopped they don't get suspended , Please check again in about 24 hours and you should see a different result. :) Thanks for helping us keep the site safe! , I guarantee the Visa listings will continue. This has been ongoing a longtime. Someone is in cahoots. 114 currently listed , Thanks for replying with these details. I've sent this onto our listing practices team for review and & to take necessary action.^ML , 182861516581 292211231324 112604982143 This is just 3 out of 121. Policy states prohibited. Not fair , Thank you for your response. Please reply with the item number for one of these listings as an example and & we can review this. ,There are 123 Visa Gift Card listings now. What is the deal? I thought they were prohibited! Not fair!ðŸ˜¡ , 
" I just spoke with someone over the phone, who was very disrespectful and put me on an indefinite hold. ", We definitely don't want you feeling this way! Send us a DM with the details on what's going on so we can fix it once and for all! ,has been getting on my last nerve lately. I've had to contact support no lest than 4 times because nobody knows what they are doing. , , , , , 
 Pressing OK won't help cause it cycle infinitely with the same error. Probably it's a mistraslation to italian but can't find any explanation on the internet. Any suggestion? ,"My HP 7760 printer shows up an error message on startup ""Il modulo di assistenza Ã¨ bloccato. Premere OK"" ", , , , , , 
" In the process of talking, some funny sound is heard that stops the communication. It has happened to me several times, even today. ", Please give a brief description of the challenge you are experiencing Awino. ,What is wrong with your voice calls???????? , , , , , 
" Im afraid I havent had report of the reason yet, I will look to find this out "," Yes 10mins late, what was the reason? ", apologies I can see that the train was stationary at the platform I think you should be on the move now? ,whatâ€s happening at New Street? The 16:15 Four Oaks train has been just on the platform not going anywhere , , , , 
" Uncomfortable if you could get on!!! was a que to get on an already rammed train now have to wait for the 16:50, ", apologies for an obviously uncomfortably journey this is due to an earlier train fault. ," FYI The short (now only 4 car) formed 1630 is bulging. Itâ€s full, with 12 car worth of passengers Why is this train short formed pls ", There is a problem currently under investigation apologies that this service has been cancelled. you can claim for the delay ,1613 from EUS cancelled- WHY. Pls?Thatâ€s a gap of over 30mins which falls outside of the franchise , , , 
 There is a problem currently under investigation apologies that this service has been cancelled. you can claim for the delay ,1613 from EUS cancelled- WHY. Pls?Thatâ€s a gap of over 30mins which falls outside of the franchise , , , , , , 
" hello, apologies for there is a train issue that is currently under investigation meaning we have had to cancel this service ",why is the 4:13 from London Euston cancelled. , , , , , , 
 Radio silence.. thanks for your help!.. or lack thereof! ," Sorry for the inconvenience, Buffy. Is there anything I can help with? ",Having just missed my connection AGAIN due to you can expect an open letter.. HOW you are functioning I dont know!!!!! , , , , , 
 We apologize for that item being out of stock. We only carried limited quantities. Please keep an eye out for a restock. ,it's that time of year again for awesome 50% cartwheel deals that aren't in stock Paw patrol electric scooter not in stock anywhere , , , , , , 
 The Super NES Classic is a hot item at Target and we are working hard with Nintendo to keep up with demand. Thanks. ,Thanks for having the SNES Classic available to order today and & for not checking out if it was in your cart. , , , , , , 
 We work hard to have the items you want on our shelves. Please DM us the item details and your store location. Thanks. ,whatâ€s the point of daily kids toy cartwheel deals if the product isnâ€t in stock anywhere?! arenâ€t really deals. , , , , , , 
 Thanks for reaching out to us. Please keeping checking back for more information. ,"I preordered the new CoD WW2 for Xbox 1 and had in cart online, now its sold out/removed from cart. Will this be back in stock? ", , , , , , 
 Thank you :) ," Hi Vanielle, I have corrected the tittle and revised itinerary has been sent to your email.Thanks-Emir ", Booking Number: TG8T6F Guest Name: Vinielle Sumang Correct Title: Ms Thank you ," Hi There, may we have the booking number, guest's name and correct title? ",Hi may i ask your assistance regarding a change in my gender in my booking detail from male to female? Thank you , , , 
